indiv,freq_x,plate,cage,treatment,sex
2428__Chrom_11_3_E2,0.117959116,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E3,0.115355982,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E4,0.139801688,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E5,0.219778272,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_E6,0.140128096,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E7,0.123874198,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E8,0.124010591,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_E9,0.213004945,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_F1,0.208713344,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_F10,0.12792722,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F11,0.130561561,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F12,0.124373598,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F2,0.135078391,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F3,0.12021315,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F4,0.135666063,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F5,0.222194856,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_F6,0.132215181,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F7,0.12784079,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_F8,0.217488622,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_F9,0.196728118,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_G1,0.124997996,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G10,0.129299498,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G11,0.122964469,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G12,0.127336659,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G2,0.124151144,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G3,0.219477385,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_G4,0.1360736,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G5,0.219114128,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_G6,0.137170392,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G7,0.121213083,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G8,0.116150104,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_G9,0.158632372,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H1,0.117926865,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H10,0.124416154,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H11,0.116893264,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H12,0.117240807,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H2,0.210195646,Chrom_11_3,Cage 1,Control,female
2428__Chrom_11_3_H3,0.132339633,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H4,0.117942223,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H5,0.128644163,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H6,0.140540172,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H7,0.117389027,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H8,0.121182685,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_3_H9,0.118579126,Chrom_11_3,Cage 1,Control,male
2428__Chrom_11_4_A1,0.133093516,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A10,0.114367043,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A11,0.209243978,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_A12,0.141555411,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A2,0.133766889,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A3,0.119759686,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A4,0.129121252,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A5,0.130298802,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A6,0.111421552,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A7,0.117435027,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A8,0.112618482,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_A9,0.114229453,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B1,0.114622597,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B10,0.115204103,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B11,0.207607833,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_B12,0.136391267,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B2,0.118202017,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B3,0.114798167,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B4,0.111302839,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B5,0.112690605,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B6,0.114329869,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B7,0.112395883,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B8,0.114549719,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_B9,0.118247702,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C1,0.116784374,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C10,0.115032419,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C11,0.115734572,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C12,0.113186897,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C2,0.115249818,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C3,0.113598746,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C4,0.112935795,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C5,0.115600569,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C6,0.116758936,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C7,0.1128779,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C8,0.116442283,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_C9,0.111641333,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D1,0.118683322,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D10,0.113805871,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D11,0.114404882,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D12,0.119637108,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D2,0.118124681,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D3,0.11840567,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D4,0.120813865,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D5,0.112575311,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D6,0.116043849,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D7,0.116665173,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D8,0.114422116,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_D9,0.114893428,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E1,0.114753699,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E10,0.118445791,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E11,0.115479706,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E12,0.117014495,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E2,0.123545545,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E3,0.117673854,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E4,0.120899601,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E5,0.114460101,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E6,0.119595034,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E7,0.114959011,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E8,0.120417495,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_E9,0.117998558,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F1,0.209675911,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_F10,0.113694609,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F11,0.126300287,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F12,0.203962649,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_F2,0.130784362,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F3,0.118762631,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F4,0.119548496,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F5,0.115023595,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F6,0.212953938,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_F7,0.12772158,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F8,0.116424337,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_F9,0.120892316,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G1,0.120593988,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G10,0.119841496,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G11,0.207841302,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_G12,0.213638378,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_G2,0.115323724,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G3,0.121761916,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G4,0.209481683,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_G5,0.130545347,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G6,0.119799041,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G7,0.118107949,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G8,0.119510859,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_G9,0.116942819,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H1,0.1161925,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H10,0.114894659,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H11,0.115170002,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H12,0.116716369,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H2,0.11404201,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H3,0.11694899,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H4,0.114942658,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H5,0.111558184,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H6,0.115720767,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H7,0.2060324,Chrom_11_4,Cage 2,Control,female
2428__Chrom_11_4_H8,0.145487462,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_4_H9,0.118082322,Chrom_11_4,Cage 2,Control,male
2428__Chrom_11_5_A1,0.125438606,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A10,0.113166397,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A11,0.122545911,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A12,0.208435252,Chrom_11_5,Cage 2,Control,female
2428__Chrom_11_5_A2,0.119605833,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A3,0.119695196,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A4,0.118589087,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A5,0.120597924,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A6,0.122345855,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A7,0.117791961,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A8,0.116437934,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_A9,0.114613268,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B1,0.134427541,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B10,0.120403913,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B11,0.119627207,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B12,0.116000839,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B2,0.123581277,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B3,0.122816426,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B4,0.118472442,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B5,0.120928598,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B6,0.123786904,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B7,0.120013786,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B8,0.114963497,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_B9,0.120108323,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C1,0.119458055,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C10,0.120709676,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C11,0.127339497,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C12,0.126884104,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C2,0.11533262,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C3,0.114700467,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C4,0.118412639,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C5,0.119386464,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C6,0.118101347,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C7,0.11671639,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_C8,0.206703522,Chrom_11_5,Cage 2,Control,female
2428__Chrom_11_5_C9,0.133018848,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D1,0.12222368,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D10,0.120140682,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D11,0.11487424,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D12,0.115375851,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D2,0.120310673,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D3,0.125441169,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D4,0.119718733,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D5,0.116999339,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D6,0.11602034,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D7,0.12104408,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D8,0.11756789,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_D9,0.120747587,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E1,0.129914317,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E10,0.124689535,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E11,0.123850357,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E12,0.123518581,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E2,0.118542156,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E3,0.118469228,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E4,0.11644465,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E5,0.118121434,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E6,0.124795014,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E7,0.123989999,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E8,0.113616732,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_E9,0.127717169,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F1,0.137606516,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F10,0.117085942,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F11,0.122568595,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F12,0.125942512,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F2,0.121806703,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F3,0.133669852,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F4,0.117826429,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F5,0.12720234,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F6,0.119884613,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F7,0.121873316,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F8,0.118806767,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_F9,0.117689454,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G1,0.127900457,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G10,0.117327395,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G11,0.136546196,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G12,0.124642769,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G2,0.12237058,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G3,0.132066966,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G4,0.131342609,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G5,0.120129291,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G6,0.121528699,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G7,0.124721562,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G8,0.116020652,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_G9,0.118744472,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H1,0.12457457,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H10,0.122673961,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H11,0.125232497,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H12,0.12244722,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H2,0.120623918,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H3,0.127998651,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H4,0.120128743,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H5,0.125153341,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H6,0.122777516,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H7,0.123670818,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H8,0.117422441,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_5_H9,0.122256971,Chrom_11_5,Cage 2,Control,male
2428__Chrom_11_6_A1,0.111198729,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A10,0.115053326,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A11,0.114409469,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A12,0.113878283,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A2,0.113964742,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A3,0.111712263,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A4,0.110762749,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A5,0.111309499,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A6,0.207669011,Chrom_11_6,Cage 2,Control,female
2428__Chrom_11_6_A7,0.122909702,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A8,0.118128861,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_A9,0.114404313,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B1,0.11536756,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B10,0.116337815,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B11,0.115953143,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B12,0.11627597,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B2,0.111679168,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B3,0.111925866,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B4,0.113078373,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B5,0.11218848,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B6,0.114098689,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B7,0.11429499,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B8,0.113026487,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_B9,0.112632838,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C1,0.113721846,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C10,0.116155853,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C11,0.117263521,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C12,0.111878078,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C2,0.111578272,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C3,0.11150406,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C4,0.111242494,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C5,0.110449845,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C6,0.112761596,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C7,0.111540378,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C8,0.113875401,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_C9,0.117520745,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D1,0.133378787,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D10,0.111108652,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D11,0.111262471,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D12,0.113818929,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D2,0.113718577,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D3,0.114176918,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D4,0.112194239,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D5,0.111738385,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D6,0.1148667,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D7,0.115037353,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D8,0.112429674,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_D9,0.111303472,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E1,0.118918251,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E10,0.116550905,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E11,0.115653741,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E12,0.127360108,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E2,0.114457497,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E3,0.114888631,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E4,0.111259956,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E5,0.112969083,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E6,0.11366081,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E7,0.112465515,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E8,0.113424085,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_E9,0.111620869,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F1,0.12188114,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F10,0.115939847,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F11,0.115533963,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F12,0.11683867,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F2,0.114506151,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F3,0.112275939,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F4,0.209029726,Chrom_11_6,Cage 2,Control,female
2428__Chrom_11_6_F5,0.213985952,Chrom_11_6,Cage 2,Control,female
2428__Chrom_11_6_F6,0.118998977,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F7,0.175757049,Chrom_11_6,Cage 2,Control,female
2428__Chrom_11_6_F8,0.117563076,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_F9,0.11279616,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G1,0.118506177,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G10,0.110589145,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G11,0.110603715,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G12,0.113463373,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G2,0.114001729,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G3,0.111925488,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G4,0.112422727,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G5,0.114799133,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G6,0.112328396,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G7,0.11172736,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G8,0.111773065,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_G9,0.115206255,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H1,0.115008163,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H10,0.111457809,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H11,0.111163713,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H12,0.113079333,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H2,0.114501044,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H3,0.114309257,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H4,0.112201057,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H5,0.114099394,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H6,0.112893476,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H7,0.114219214,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H8,0.112152463,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_6_H9,0.115984762,Chrom_11_6,Cage 2,Control,male
2428__Chrom_11_7_A1,0.14408951,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A10,0.118416574,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A11,0.114663328,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A12,0.117358654,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A2,0.125313267,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A3,0.14256971,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A4,0.213437018,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_A5,0.213879275,Chrom_11_7,Cage 3,Control,female
